Date,Open,High,Low,Close,Adj Close,Volume
2022-04-27,909.734009,910.273987,909.335022,909.460999,909.460999,0
2022-04-28,923.036987,923.106018,919.164978,921.315002,921.315002,0
2022-04-29,923.036987,924.583008,881.916016,890.622009,890.622009,0
2022-05-02,892.804016,895.687988,891.802979,891.802979,891.802979,0
2022-05-03,892.804016,895.687988,866.242004,867.091003,867.091003,0
2022-05-04,872.374023,923.905029,869.419983,922.505981,922.505981,0
2022-05-05,920.776001,923.135986,835.989014,846.911987,846.911987,0
2022-05-06,849.101990,851.908997,824.440002,837.142029,837.142029,0
2022-05-09,715.679016,721.296997,713.187012,721.296997,721.296997,0
2022-05-10,703.382019,714.390015,703.164001,709.775024,709.775024,0
2022-05-11,657.872009,662.443970,656.401001,660.841980,660.841980,0
2022-05-12,630.463013,633.322021,629.617981,629.869019,629.869019,0
2022-05-13,630.463013,696.729004,629.617981,672.471008,672.471008,0
2022-05-16,674.583008,675.700989,673.146973,673.697021,673.697021,0
2022-05-17,674.583008,691.278992,663.776001,677.940002,677.940002,0
2022-05-18,651.156982,653.096985,650.117004,653.096985,653.096985,0
2022-05-19,672.439026,672.439026,669.073975,669.073975,669.073975,0
2022-05-20,672.439026,682.187988,641.479980,650.341003,650.341003,0
2022-05-23,658.825012,658.825012,654.909973,655.919983,655.919983,0
2022-05-24,660.330017,661.137024,659.715027,660.025024,660.025024,0
2022-05-25,660.330017,672.495972,653.164978,659.926025,659.926025,0
2022-05-26,662.619995,662.960999,617.159973,642.359985,642.359985,0
2022-05-27,643.523010,646.017029,614.169983,625.793030,625.793030,0
2022-05-31,694.754028,701.932983,682.754028,689.843994,689.843994,0
2022-06-01,643.786011,647.442017,642.570007,647.283997,647.283997,0
2022-06-02,659.184998,664.513000,658.841003,663.142029,663.142029,0
2022-06-03,659.184998,665.189026,636.864014,641.577026,641.577026,0
2022-06-06,651.463989,687.705994,649.588013,677.197998,677.197998,0
2022-06-07,676.966003,677.517029,675.952026,675.952026,675.952026,0
2022-06-08,658.528992,658.658997,656.666016,656.666016,656.666016,0
2022-06-09,653.616028,653.721008,651.544983,651.544983,651.544983,0
2022-06-10,653.616028,655.005981,622.385986,627.908997,627.908997,0
2022-06-13,485.597992,486.407013,482.765015,484.036011,484.036011,0
2022-06-14,455.901001,458.415009,455.901001,457.834991,457.834991,0
2022-06-15,455.901001,472.372986,421.747009,464.433990,464.433990,0
2022-06-16,476.082001,487.816010,437.095001,437.095001,437.095001,0
2022-06-17,439.773010,448.451996,427.845001,438.005005,438.005005,0
2022-06-21,449.066986,449.066986,445.484009,448.558990,448.558990,0
2022-06-22,449.066986,449.066986,423.975006,423.975006,423.975006,0
2022-06-23,444.686005,452.031006,444.295013,450.233002,450.233002,0
2022-06-24,444.686005,465.011993,444.295013,462.122009,462.122009,0
2022-06-27,453.946991,456.528992,453.638000,454.832001,454.832001,0
2022-06-28,443.187012,443.437988,439.675995,439.675995,439.675995,0
2022-06-29,436.884003,437.453003,435.816986,435.816986,435.816986,0
2022-06-30,405.472992,407.505005,403.765015,407.183990,407.183990,0
2022-07-01,405.472992,440.066986,403.765015,420.834991,420.834991,0
2022-07-05,440.759003,441.309998,438.595001,441.156006,441.156006,0
2022-07-06,441.549011,446.447998,441.549011,446.332001,446.332001,0
2022-07-07,468.958008,469.993988,467.113007,467.826996,467.826996,0
2022-07-08,468.958008,481.790985,459.039001,472.112000,472.112000,0
2022-07-11,435.506012,435.506012,427.579010,427.579010,427.579010,0
2022-07-12,414.148010,415.602997,414.148010,415.602997,415.602997,0
2022-07-13,426.510010,427.502991,425.208008,425.341003,425.341003,0
2022-07-14,444.294006,445.743011,444.121002,445.187012,445.187012,0
2022-07-15,444.294006,462.971008,443.307007,458.536987,458.536987,0
2022-07-18,470.119995,510.458008,464.036011,489.160004,489.160004,0
2022-07-19,492.234985,531.426025,491.558014,523.547974,523.547974,0
2022-07-20,528.857971,528.857971,520.387024,520.387024,520.387024,0
2022-07-21,528.857971,528.857971,503.799011,526.254028,526.254028,0
2022-07-22,525.473022,537.056030,509.812012,509.812012,509.812012,0
2022-07-25,500.075012,500.075012,490.307007,490.307007,490.307007,0
2022-07-26,500.075012,500.075012,466.315002,468.838013,468.838013,0
2022-07-27,519.382019,521.028992,519.382019,521.028992,521.028992,0
2022-07-28,519.382019,558.565002,519.382019,552.482971,552.482971,0
2022-07-29,553.723999,559.710999,538.862976,551.239990,551.239990,0
2022-08-01,545.297974,545.297974,525.739014,528.788025,528.788025,0
2022-08-02,528.166992,538.426025,517.531006,530.395020,530.395020,0
2022-08-03,530.963989,541.997986,520.192993,534.556030,534.556030,0
2022-08-04,517.357971,519.661987,516.565979,519.575989,519.575989,0
2022-08-05,517.357971,544.184021,516.565979,533.200989,533.200989,0
2022-08-08,556.538025,556.666016,554.544983,554.544983,554.544983,0
2022-08-09,539.418030,540.864990,538.411987,538.624023,538.624023,0
2022-08-10,565.911011,566.452026,565.318970,565.742981,565.742981,0
2022-08-11,573.575012,573.575012,571.169983,571.169983,571.169983,0
2022-08-12,573.575012,576.518982,561.518005,574.393982,574.393982,0
2022-08-15,571.479980,573.844971,571.057983,573.039001,573.039001,0
2022-08-16,568.731995,568.874023,566.455017,567.799011,567.799011,0
2022-08-17,568.731995,583.729980,566.033997,566.794006,566.794006,0
2022-08-18,557.841980,558.068970,557.145996,557.421021,557.421021,0
2022-08-19,557.841980,558.068970,504.687988,504.881989,504.881989,0
2022-08-22,492.260010,496.083008,492.260010,496.083008,496.083008,0
2022-08-23,506.079987,508.256012,506.046997,506.802002,506.802002,0
2022-08-24,511.502991,511.502991,507.136993,507.278992,507.278992,0
2022-08-25,511.502991,516.848999,505.052002,514.283020,514.283020,0
2022-08-26,512.713013,515.835022,481.928009,484.928986,484.928986,0
2022-08-29,475.777008,476.207001,474.928986,475.141998,475.141998,0
2022-08-30,475.777008,485.925995,460.308990,474.166992,474.166992,0
2022-08-31,470.330994,485.247009,467.274994,477.260010,477.260010,0
2022-09-01,477.278015,479.351990,477.243011,477.789001,477.789001,0
2022-09-02,477.278015,488.183990,470.479004,472.971008,472.971008,0
2022-09-06,460.365997,460.365997,458.808990,459.252014,459.252014,0
2022-09-07,472.587006,473.813995,471.727997,472.015015,472.015015,0
2022-09-08,472.587006,474.984009,464.390015,473.489990,473.489990,0
2022-09-09,472.234985,511.121002,470.644012,510.415985,510.415985,0
2022-09-12,514.528015,530.791992,514.487976,527.525024,527.525024,0
2022-09-13,525.435974,533.232971,477.903992,484.790985,484.790985,0
2022-09-14,482.786987,484.449005,482.229004,484.449005,484.449005,0
2022-09-15,465.822998,465.822998,462.542999,462.542999,462.542999,0
2022-09-16,465.822998,465.822998,451.897003,459.428986,459.428986,0
2022-09-19,449.825012,452.059998,448.808990,451.256989,451.256989,0
2022-09-20,436.035004,436.044006,434.071991,436.044006,436.044006,0
2022-09-21,421.722992,421.722992,416.268005,418.416992,418.416992,0
2022-09-22,438.640991,445.141998,438.514008,444.838013,444.838013,0
2022-09-23,438.640991,447.665985,426.494995,434.614990,434.614990,0
2022-09-26,438.204987,440.471008,438.018005,440.071014,440.071014,0
2022-09-27,438.204987,464.723999,434.049011,436.569000,436.569000,0
2022-09-28,447.845001,448.204010,444.993011,445.148987,445.148987,0
2022-09-29,444.420013,445.923004,443.688995,443.936005,443.936005,0
2022-09-30,444.420013,457.993011,440.553986,443.493011,443.493011,0
2022-10-03,444.292999,445.040985,443.809998,445.040985,445.040985,0
2022-10-04,460.049011,460.279999,459.390991,459.404999,459.404999,0
2022-10-05,460.049011,461.575012,448.665985,456.095001,456.095001,0
2022-10-06,453.627991,453.842010,453.356995,453.382996,453.382996,0
2022-10-07,453.627991,455.877991,442.566986,445.496002,445.496002,0
2022-10-10,438.700989,438.756012,435.044006,435.554993,435.554993,0
2022-10-11,438.700989,438.756012,429.752991,432.981995,432.981995,0
2022-10-12,435.794006,436.282990,435.739990,435.739990,435.739990,0
2022-10-13,438.556000,438.850006,438.273987,438.713013,438.713013,0
2022-10-14,438.556000,449.444000,433.295990,433.678009,433.678009,0
2022-10-17,444.059998,445.602997,444.044006,445.256989,445.256989,0
2022-10-18,438.528992,439.072998,438.027008,439.072998,439.072998,0
2022-10-19,435.341003,435.346008,434.798004,434.960999,434.960999,0
2022-10-20,431.945007,432.040009,430.514008,430.593994,430.593994,0
2022-10-21,431.945007,436.177002,424.052002,435.253998,435.253998,0
2022-10-24,442.226013,442.226013,441.220001,441.915985,441.915985,0
2022-10-25,467.816986,468.378998,463.165009,463.803009,463.803009,0
2022-10-26,483.799988,487.028015,482.737000,486.669006,486.669006,0
2022-10-27,476.002991,476.795013,473.763000,474.125000,474.125000,0
2022-10-28,476.002991,485.888000,467.898987,485.829010,485.829010,0
2022-10-31,488.673004,496.920013,481.389008,484.339996,484.339996,0
2022-11-01,486.105988,495.457001,485.527008,488.154999,488.154999,0
2022-11-02,488.183014,495.893005,475.278992,475.278992,475.278992,0
2022-11-03,474.821014,484.996002,474.821014,481.369995,481.369995,0
2022-11-04,478.673004,507.464996,477.751007,504.445007,504.445007,0
2022-11-07,485.347992,487.437012,485.182007,487.437012,487.437012,0
2022-11-08,428.842010,430.834015,427.653992,430.834015,430.834015,0
2022-11-09,367.252014,367.252014,359.904999,364.075012,364.075012,0
2022-11-10,419.050995,419.281006,411.735992,413.752014,413.752014,0
2022-11-11,419.050995,419.281006,387.895996,396.278015,396.278015,0
2022-11-14,385.449005,392.084015,385.449005,391.438995,391.438995,0
2022-11-15,395.385010,395.674011,394.678009,395.286987,395.286987,0
2022-11-16,395.385010,398.644989,383.114990,386.548004,386.548004,0
2022-11-17,388.970001,388.984009,387.490997,387.726013,387.726013,0
2022-11-18,388.970001,394.433990,386.177002,388.367004,388.367004,0
2022-11-21,363.865997,365.515991,363.799988,364.792999,364.792999,0
2022-11-22,374.229004,374.839996,373.907990,374.839996,374.839996,0
2022-11-23,374.229004,386.274994,373.519012,383.864014,383.864014,0
2022-11-25,387.955994,388.307007,381.947998,387.847992,387.847992,0
2022-11-28,380.553986,380.877991,380.092987,380.423004,380.423004,0
2022-11-29,389.937988,390.141998,388.859009,388.865997,388.865997,0
2022-11-30,407.652008,408.748993,407.375000,408.214996,408.214996,0
2022-12-01,402.614014,402.764008,401.890015,402.345001,402.345001,0
2022-12-02,402.614014,405.466003,399.963989,404.329010,404.329010,0
2022-12-05,400.872986,401.375000,400.487000,401.226990,401.226990,0
2022-12-06,400.173004,403.566010,400.166992,403.566010,403.566010,0
2022-12-07,400.173004,404.082001,392.928009,394.855011,394.855011,0
2022-12-08,405.981995,406.501007,405.981995,406.147003,406.147003,0
2022-12-09,405.981995,407.843994,401.941010,402.816986,402.816986,0
2022-12-12,402.036011,403.855988,395.954010,403.835999,403.835999,0
2022-12-13,416.433990,417.131989,416.433990,417.131989,417.131989,0
2022-12-14,416.459991,416.545990,415.752014,416.061005,416.061005,0
2022-12-15,416.459991,416.545990,404.605988,404.640015,404.640015,0
2022-12-16,404.095001,407.958008,380.218994,381.648010,381.648010,0
2022-12-19,376.296997,377.635010,376.296997,377.612000,377.612000,0
2022-12-20,389.493988,390.473999,389.493988,390.459015,390.459015,0
2022-12-21,387.135010,387.987000,386.962006,387.666992,387.666992,0
2022-12-22,388.476990,389.076996,388.476990,389.048004,389.048004,0
2022-12-23,388.476990,391.114990,388.354004,388.881012,388.881012,0
2022-12-27,386.312988,386.833008,386.302002,386.618988,386.618988,0
2022-12-28,380.286011,380.885010,380.242004,380.885010,380.885010,0
2022-12-29,382.949005,383.679993,382.675995,383.248993,383.248993,0
2022-12-30,382.949005,383.679993,377.997009,382.446991,382.446991,0
2023-01-03,385.462006,386.020996,385.462006,385.898010,385.898010,0
2023-01-04,392.604004,393.463989,392.566986,393.463989,393.463989,0
2023-01-05,392.259003,392.561005,391.757996,392.046997,392.046997,0
2023-01-06,392.259003,396.770996,388.822998,395.248993,395.248993,0
2023-01-09,406.548004,406.665009,405.526001,406.428009,406.428009,0
2023-01-10,411.821014,411.875000,411.394012,411.622986,411.622986,0
2023-01-11,414.951996,423.428009,414.776001,423.428009,423.428009,0
2023-01-12,441.924011,441.967010,441.148987,441.576996,441.576996,0
2023-01-13,441.924011,458.135986,438.154999,458.135986,458.135986,0
2023-01-17,492.662994,492.662994,492.652008,492.652008,492.652008,0
2023-01-18,480.161987,480.367004,478.404999,478.404999,478.404999,0
2023-01-19,486.687988,487.175995,486.143005,486.910004,486.910004,0
2023-01-20,486.687988,515.773010,484.196014,515.062988,515.062988,0
2023-01-23,520.077026,528.478027,518.314026,526.153992,526.153992,0
2023-01-24,524.676025,529.171021,521.164001,524.184021,524.184021,0
2023-01-25,520.325012,520.573975,520.325012,520.573975,520.573975,0
2023-01-26,523.380981,523.476990,522.635986,523.257996,523.257996,0
2023-01-27,523.380981,531.367981,513.773010,523.202026,523.202026,0
2023-01-30,515.057983,516.817017,515.057983,516.671997,516.671997,0
2023-01-31,526.012024,526.012024,524.013000,524.596985,524.596985,0
2023-02-01,538.924988,540.239014,538.924988,538.999023,538.999023,0
2023-02-02,538.456970,538.456970,536.458984,537.043030,537.043030,0
2023-02-03,538.456970,541.590027,532.380005,535.424988,535.424988,0
2023-02-06,525.729980,525.729980,520.346985,521.838013,521.838013,0
2023-02-07,535.478027,536.906982,535.392029,536.588013,536.588013,0
2023-02-08,528.890015,528.890015,527.502991,528.684998,528.684998,0
2023-02-09,498.138000,500.384003,497.934998,500.384003,500.384003,0
2023-02-10,498.138000,502.330994,491.898987,491.898987,491.898987,0
2023-02-13,492.394989,496.449005,492.259003,496.449005,496.449005,0
2023-02-14,507.553009,507.553009,507.553009,507.553009,507.553009,0
2023-02-15,549.137024,551.143982,548.419983,551.143982,551.143982,0
2023-02-16,544.098022,544.877991,539.489990,539.489990,539.489990,0
2023-02-17,544.098022,564.302979,533.429993,559.708008,559.708008,0
